date,dim,value,count,baseline_median,magnitude,kind,question_ids,example_urls,example_titles
2026-05-02,tb_version_major,150,7,0.0,new,new/dormant,1579546 1579552 1579556 1579578 1579583 1579619 1579664,https://support.mozilla.org/questions/1579546 https://support.mozilla.org/questions/1579552 https://support.mozilla.org/questions/1579556 https://support.mozilla.org/questions/1579578 https://support.mozilla.org/questions/1579583 https://support.mozilla.org/questions/1579619 https://support.mozilla.org/questions/1579664,I'm having trouble setting up a new email in Thunderbird | email address are not showing up in new email when you type  | zoom meeting add-on not working | With 150.0 when I go Help/About it comes up with restart to  | Spam Filter Issue
2026-05-02,os,os:windows,11,2.0,5.5,above-baseline,1579546 1579552 1579556 1579563 1579578 1579583 1579613 1579619 1579627 1579634 1579664,https://support.mozilla.org/questions/1579546 https://support.mozilla.org/questions/1579552 https://support.mozilla.org/questions/1579556 https://support.mozilla.org/questions/1579563 https://support.mozilla.org/questions/1579578 https://support.mozilla.org/questions/1579583 https://support.mozilla.org/questions/1579613 https://support.mozilla.org/questions/1579619 https://support.mozilla.org/questions/1579627 https://support.mozilla.org/questions/1579634 https://support.mozilla.org/questions/1579664,I'm having trouble setting up a new email in Thunderbird | email address are not showing up in new email when you type  | zoom meeting add-on not working | I can't click the green lock icon in the URL bar of the web  | With 150.0 when I go Help/About it comes up with restart to 
2026-05-01,tb_version_major,140,7,0.0,new,new/dormant,1579412 1579425 1579438 1579464 1579467 1579483 1579522,https://support.mozilla.org/questions/1579412 https://support.mozilla.org/questions/1579425 https://support.mozilla.org/questions/1579438 https://support.mozilla.org/questions/1579464 https://support.mozilla.org/questions/1579467 https://support.mozilla.org/questions/1579483 https://support.mozilla.org/questions/1579522,Thunderbird not receiving new emails | cant  resize T'bird window | New email account set up fails | Erro ao tentar adicionar contas no Thunderbird | In searchresults i get a wrong to adress
2026-05-01,tb_version_major,150,8,0.0,new,new/dormant,1579394 1579419 1579422 1579461 1579471 1579503 1579519 1579540,https://support.mozilla.org/questions/1579394 https://support.mozilla.org/questions/1579419 https://support.mozilla.org/questions/1579422 https://support.mozilla.org/questions/1579461 https://support.mozilla.org/questions/1579471 https://support.mozilla.org/questions/1579503 https://support.mozilla.org/questions/1579519 https://support.mozilla.org/questions/1579540,"Thunderbird has suddenly gone insane -- ""From"" information w | Is it possible to have the calendar run as a separate app? | SÜTUN UZUNLUKLARI | Why does one account have a different color in the left pane | How to solve the problem with the constant message ""No new m"
2026-05-01,os,os:windows,15,2.0,7.5,above-baseline,1579394 1579404 1579412 1579419 1579422 1579438 1579444 1579447 1579471 1579483 1579503 1579519 1579522 1579532 1579540,https://support.mozilla.org/questions/1579394 https://support.mozilla.org/questions/1579404 https://support.mozilla.org/questions/1579412 https://support.mozilla.org/questions/1579419 https://support.mozilla.org/questions/1579422 https://support.mozilla.org/questions/1579438 https://support.mozilla.org/questions/1579444 https://support.mozilla.org/questions/1579447 https://support.mozilla.org/questions/1579471 https://support.mozilla.org/questions/1579483 https://support.mozilla.org/questions/1579503 https://support.mozilla.org/questions/1579519 https://support.mozilla.org/questions/1579522 https://support.mozilla.org/questions/1579532 https://support.mozilla.org/questions/1579540,"Thunderbird has suddenly gone insane -- ""From"" information w | After last update email does not open as html | Thunderbird not receiving new emails | Is it possible to have the calendar run as a separate app? | SÜTUN UZUNLUKLARI"
2026-05-01,os,os:linux,5,1.0,5.0,above-baseline,1579425 1579442 1579461 1579464 1579467,https://support.mozilla.org/questions/1579425 https://support.mozilla.org/questions/1579442 https://support.mozilla.org/questions/1579461 https://support.mozilla.org/questions/1579464 https://support.mozilla.org/questions/1579467,cant  resize T'bird window | several IMAP accounts | Why does one account have a different color in the left pane | Erro ao tentar adicionar contas no Thunderbird | In searchresults i get a wrong to adress
2026-04-28,os,os:linux,5,1.0,5.0,above-baseline,1578749 1578789 1578791 1578864 1578927,https://support.mozilla.org/questions/1578749 https://support.mozilla.org/questions/1578789 https://support.mozilla.org/questions/1578791 https://support.mozilla.org/questions/1578864 https://support.mozilla.org/questions/1578927,Best practice using Thunderbird on 2 computers with Linux. | Thunderbird icon missing (Version 150.0 on Ubuntu 24.04) | Connection to pop.gvtc.com was reset | Feature Request: A native system tray (AppIndicator) integra | Lost Thunderbird Local Folder
2026-04-27,mail_provider,m:gmail,7,2.0,3.5,above-baseline,1578620 1578655 1578666 1578672 1578679 1578728 1578731,https://support.mozilla.org/questions/1578620 https://support.mozilla.org/questions/1578655 https://support.mozilla.org/questions/1578666 https://support.mozilla.org/questions/1578672 https://support.mozilla.org/questions/1578679 https://support.mozilla.org/questions/1578728 https://support.mozilla.org/questions/1578731,AUTH error logging in | Thunderbird не подключается к почте Gmail | Deleting Gmail email from Thunderbird issues | Add support for snoozing emails similar to gmail and outlook | Thunderbird Continues to Prompt Login After Account Deletion
2026-04-24,os,os:windows,6,1.0,6.0,above-baseline,1578021 1578040 1578046 1578071 1578181 1578204,https://support.mozilla.org/questions/1578021 https://support.mozilla.org/questions/1578040 https://support.mozilla.org/questions/1578046 https://support.mozilla.org/questions/1578071 https://support.mozilla.org/questions/1578181 https://support.mozilla.org/questions/1578204,"sparito account thunderbird e tutta la posta | canot delete Local Folders in Thunderbird | Can't find stored files I have had for many years, | Sudden Keyboard Malfunction | Connection to server Was Reset  (continually)"
2026-04-24,protocol,proto:pop,5,1.0,5.0,above-baseline,1578021 1578046 1578063 1578175 1578181,https://support.mozilla.org/questions/1578021 https://support.mozilla.org/questions/1578046 https://support.mozilla.org/questions/1578063 https://support.mozilla.org/questions/1578175 https://support.mozilla.org/questions/1578181,"sparito account thunderbird e tutta la posta | Can't find stored files I have had for many years, | Program do not check for e-mails on startup | All emails from folder missing | Connection to server Was Reset  (continually)"
2026-04-23,mail_provider,m:microsoftemail,6,2.0,3.0,above-baseline,1577821 1577825 1577845 1577871 1577910 1577989,https://support.mozilla.org/questions/1577821 https://support.mozilla.org/questions/1577825 https://support.mozilla.org/questions/1577845 https://support.mozilla.org/questions/1577871 https://support.mozilla.org/questions/1577910 https://support.mozilla.org/questions/1577989,Mails with no attachments are bigger than 32 MB | i am at the Synchronization Log: Synchronizing Mailbox X@sbc | I'm trying to dump MS Outlook. | SMTP Timeout | TB 150.0 not downloading office365 folders
2026-04-16,os,os:windows,5,1.0,5.0,above-baseline,1576595 1576657 1576684 1576732 1576740,https://support.mozilla.org/questions/1576595 https://support.mozilla.org/questions/1576657 https://support.mozilla.org/questions/1576684 https://support.mozilla.org/questions/1576732 https://support.mozilla.org/questions/1576740,"104.9.0esr 64-bit: - Profile? What profile? (Lots of email,  | importare indirizzi email da gmail | When transfering Thunderbird Profile between PCs passwords a | Meine ankommende E-Mails werden nicht im Posteingang von T-o | Thunderbird 140.9.1esr on Windows 11 (64-bit) - Home Calenda"
